scripture_name,level_1,level_2,level_3,name,type,description,child_type,media_path
AtharvaVeda,6,55,NULL,Sukta - 55,Sukta,,Mantra,0
AtharvaVeda,6,56,NULL,Sukta - 56,Sukta,,Mantra,0
AtharvaVeda,6,57,NULL,Sukta - 57,Sukta,,Mantra,0
AtharvaVeda,6,58,NULL,Sukta - 58,Sukta,,Mantra,0
AtharvaVeda,6,59,NULL,Sukta - 59,Sukta,,Mantra,0
AtharvaVeda,6,60,NULL,Sukta - 60,Sukta,,Mantra,0
AtharvaVeda,6,61,NULL,Sukta - 61,Sukta,,Mantra,0
AtharvaVeda,6,62,NULL,Sukta - 62,Sukta,,Mantra,0
AtharvaVeda,6,63,NULL,Sukta - 63,Sukta,,Mantra,0
AtharvaVeda,6,64,NULL,Sukta - 64,Sukta,,Mantra,0
AtharvaVeda,6,65,NULL,Sukta - 65,Sukta,,Mantra,0
AtharvaVeda,6,66,NULL,Sukta - 66,Sukta,,Mantra,0
AtharvaVeda,6,67,NULL,Sukta - 67,Sukta,,Mantra,0
AtharvaVeda,6,68,NULL,Sukta - 68,Sukta,,Mantra,0
AtharvaVeda,6,69,NULL,Sukta - 69,Sukta,,Mantra,0
AtharvaVeda,6,70,NULL,Sukta - 70,Sukta,,Mantra,0
AtharvaVeda,6,71,NULL,Sukta - 71,Sukta,,Mantra,0
AtharvaVeda,6,72,NULL,Sukta - 72,Sukta,,Mantra,0
AtharvaVeda,6,73,NULL,Sukta - 73,Sukta,,Mantra,0
AtharvaVeda,6,74,NULL,Sukta - 74,Sukta,,Mantra,0
AtharvaVeda,6,75,NULL,Sukta - 75,Sukta,,Mantra,0
AtharvaVeda,6,76,NULL,Sukta - 76,Sukta,,Mantra,0
AtharvaVeda,6,77,NULL,Sukta - 77,Sukta,,Mantra,0
AtharvaVeda,6,78,NULL,Sukta - 78,Sukta,,Mantra,0
AtharvaVeda,6,79,NULL,Sukta - 79,Sukta,,Mantra,0
AtharvaVeda,6,80,NULL,Sukta - 80,Sukta,,Mantra,0
AtharvaVeda,6,81,NULL,Sukta - 81,Sukta,,Mantra,0
AtharvaVeda,6,82,NULL,Sukta - 82,Sukta,,Mantra,0
AtharvaVeda,6,83,NULL,Sukta - 83,Sukta,,Mantra,0
AtharvaVeda,6,84,NULL,Sukta - 84,Sukta,,Mantra,0
AtharvaVeda,6,85,NULL,Sukta - 85,Sukta,,Mantra,0
AtharvaVeda,6,86,NULL,Sukta - 86,Sukta,,Mantra,0
AtharvaVeda,6,87,NULL,Sukta - 87,Sukta,,Mantra,0
AtharvaVeda,6,88,NULL,Sukta - 88,Sukta,,Mantra,0
AtharvaVeda,6,89,NULL,Sukta - 89,Sukta,,Mantra,0
AtharvaVeda,6,90,NULL,Sukta - 90,Sukta,,Mantra,0
AtharvaVeda,6,91,NULL,Sukta - 91,Sukta,,Mantra,0
AtharvaVeda,6,92,NULL,Sukta - 92,Sukta,,Mantra,0
AtharvaVeda,6,93,NULL,Sukta - 93,Sukta,,Mantra,0
AtharvaVeda,6,94,NULL,Sukta - 94,Sukta,,Mantra,0
AtharvaVeda,6,95,NULL,Sukta - 95,Sukta,,Mantra,0
AtharvaVeda,6,96,NULL,Sukta - 96,Sukta,,Mantra,0
AtharvaVeda,6,97,NULL,Sukta - 97,Sukta,,Mantra,0
AtharvaVeda,6,98,NULL,Sukta - 98,Sukta,,Mantra,0
AtharvaVeda,6,99,NULL,Sukta - 99,Sukta,,Mantra,0
AtharvaVeda,6,100,NULL,Sukta - 100,Sukta,,Mantra,0
AtharvaVeda,6,101,NULL,Sukta - 101,Sukta,,Mantra,0
AtharvaVeda,6,102,NULL,Sukta - 102,Sukta,,Mantra,0
AtharvaVeda,6,103,NULL,Sukta - 103,Sukta,,Mantra,0
AtharvaVeda,6,104,NULL,Sukta - 104,Sukta,,Mantra,0
AtharvaVeda,6,105,NULL,Sukta - 105,Sukta,,Mantra,0
AtharvaVeda,6,106,NULL,Sukta - 106,Sukta,,Mantra,0
AtharvaVeda,6,107,NULL,Sukta - 107,Sukta,,Mantra,0
AtharvaVeda,6,108,NULL,Sukta - 108,Sukta,,Mantra,0
AtharvaVeda,6,109,NULL,Sukta - 109,Sukta,,Mantra,0
AtharvaVeda,6,110,NULL,Sukta - 110,Sukta,,Mantra,0
AtharvaVeda,6,111,NULL,Sukta - 111,Sukta,,Mantra,0
AtharvaVeda,6,112,NULL,Sukta - 112,Sukta,,Mantra,0
AtharvaVeda,6,113,NULL,Sukta - 113,Sukta,,Mantra,0
AtharvaVeda,6,114,NULL,Sukta - 114,Sukta,,Mantra,0
AtharvaVeda,6,115,NULL,Sukta - 115,Sukta,,Mantra,0
AtharvaVeda,6,116,NULL,Sukta - 116,Sukta,,Mantra,0
AtharvaVeda,6,117,NULL,Sukta - 117,Sukta,,Mantra,0
AtharvaVeda,6,118,NULL,Sukta - 118,Sukta,,Mantra,0
AtharvaVeda,6,119,NULL,Sukta - 119,Sukta,,Mantra,0
AtharvaVeda,6,120,NULL,Sukta - 120,Sukta,,Mantra,0
AtharvaVeda,6,121,NULL,Sukta - 121,Sukta,,Mantra,0
AtharvaVeda,6,122,NULL,Sukta - 122,Sukta,,Mantra,0
AtharvaVeda,6,123,NULL,Sukta - 123,Sukta,,Mantra,0
AtharvaVeda,6,124,NULL,Sukta - 124,Sukta,,Mantra,0
AtharvaVeda,6,125,NULL,Sukta - 125,Sukta,,Mantra,0
AtharvaVeda,6,126,NULL,Sukta - 126,Sukta,,Mantra,0
AtharvaVeda,6,127,NULL,Sukta - 127,Sukta,,Mantra,0
AtharvaVeda,6,128,NULL,Sukta - 128,Sukta,,Mantra,0
AtharvaVeda,6,129,NULL,Sukta - 129,Sukta,,Mantra,0
AtharvaVeda,6,130,NULL,Sukta - 130,Sukta,,Mantra,0
AtharvaVeda,6,131,NULL,Sukta - 131,Sukta,,Mantra,0
AtharvaVeda,6,132,NULL,Sukta - 132,Sukta,,Mantra,0
AtharvaVeda,6,133,NULL,Sukta - 133,Sukta,,Mantra,0
AtharvaVeda,6,134,NULL,Sukta - 134,Sukta,,Mantra,0
AtharvaVeda,6,135,NULL,Sukta - 135,Sukta,,Mantra,0
AtharvaVeda,6,136,NULL,Sukta - 136,Sukta,,Mantra,0
AtharvaVeda,6,137,NULL,Sukta - 137,Sukta,,Mantra,0
AtharvaVeda,6,138,NULL,Sukta - 138,Sukta,,Mantra,0
AtharvaVeda,6,139,NULL,Sukta - 139,Sukta,,Mantra,0
AtharvaVeda,6,140,NULL,Sukta - 140,Sukta,,Mantra,0
AtharvaVeda,6,141,NULL,Sukta - 141,Sukta,,Mantra,0
AtharvaVeda,6,142,NULL,Sukta - 142,Sukta,,Mantra,0
AtharvaVeda,7,1,NULL,Sukta - 1,Sukta,,Mantra,0
AtharvaVeda,7,2,NULL,Sukta - 2,Sukta,,Mantra,0
AtharvaVeda,7,3,NULL,Sukta - 3,Sukta,,Mantra,0
AtharvaVeda,7,4,NULL,Sukta - 4,Sukta,,Mantra,0
AtharvaVeda,7,5,NULL,Sukta - 5,Sukta,,Mantra,0
AtharvaVeda,7,6,NULL,Sukta - 6,Sukta,,Mantra,0
AtharvaVeda,7,7,NULL,Sukta - 7,Sukta,,Mantra,0
AtharvaVeda,7,8,NULL,Sukta - 8,Sukta,,Mantra,0
AtharvaVeda,7,9,NULL,Sukta - 9,Sukta,,Mantra,0
AtharvaVeda,7,10,NULL,Sukta - 10,Sukta,,Mantra,0
AtharvaVeda,7,11,NULL,Sukta - 11,Sukta,,Mantra,0
AtharvaVeda,7,12,NULL,Sukta - 12,Sukta,,Mantra,0
AtharvaVeda,7,13,NULL,Sukta - 13,Sukta,,Mantra,0
AtharvaVeda,7,14,NULL,Sukta - 14,Sukta,,Mantra,0
AtharvaVeda,7,15,NULL,Sukta - 15,Sukta,,Mantra,0
AtharvaVeda,7,16,NULL,Sukta - 16,Sukta,,Mantra,0
AtharvaVeda,7,17,NULL,Sukta - 17,Sukta,,Mantra,0
AtharvaVeda,7,18,NULL,Sukta - 18,Sukta,,Mantra,0
AtharvaVeda,7,19,NULL,Sukta - 19,Sukta,,Mantra,0
AtharvaVeda,7,20,NULL,Sukta - 20,Sukta,,Mantra,0
AtharvaVeda,7,21,NULL,Sukta - 21,Sukta,,Mantra,0
AtharvaVeda,7,22,NULL,Sukta - 22,Sukta,,Mantra,0
AtharvaVeda,7,23,NULL,Sukta - 23,Sukta,,Mantra,0
AtharvaVeda,7,24,NULL,Sukta - 24,Sukta,,Mantra,0
AtharvaVeda,7,25,NULL,Sukta - 25,Sukta,,Mantra,0
AtharvaVeda,7,26,NULL,Sukta - 26,Sukta,,Mantra,0
AtharvaVeda,7,27,NULL,Sukta - 27,Sukta,,Mantra,0
AtharvaVeda,7,28,NULL,Sukta - 28,Sukta,,Mantra,0
AtharvaVeda,7,29,NULL,Sukta - 29,Sukta,,Mantra,0
AtharvaVeda,7,30,NULL,Sukta - 30,Sukta,,Mantra,0
AtharvaVeda,7,31,NULL,Sukta - 31,Sukta,,Mantra,0
AtharvaVeda,7,32,NULL,Sukta - 32,Sukta,,Mantra,0
AtharvaVeda,7,33,NULL,Sukta - 33,Sukta,,Mantra,0
AtharvaVeda,7,34,NULL,Sukta - 34,Sukta,,Mantra,0
AtharvaVeda,7,35,NULL,Sukta - 35,Sukta,,Mantra,0
AtharvaVeda,7,36,NULL,Sukta - 36,Sukta,,Mantra,0
AtharvaVeda,7,37,NULL,Sukta - 37,Sukta,,Mantra,0
AtharvaVeda,7,38,NULL,Sukta - 38,Sukta,,Mantra,0
AtharvaVeda,7,39,NULL,Sukta - 39,Sukta,,Mantra,0
AtharvaVeda,7,40,NULL,Sukta - 40,Sukta,,Mantra,0
AtharvaVeda,7,41,NULL,Sukta - 41,Sukta,,Mantra,0
AtharvaVeda,7,42,NULL,Sukta - 42,Sukta,,Mantra,0
AtharvaVeda,7,43,NULL,Sukta - 43,Sukta,,Mantra,0
AtharvaVeda,7,44,NULL,Sukta - 44,Sukta,,Mantra,0
AtharvaVeda,7,45,NULL,Sukta - 45,Sukta,,Mantra,0
AtharvaVeda,7,46,NULL,Sukta - 46,Sukta,,Mantra,0
AtharvaVeda,7,47,NULL,Sukta - 47,Sukta,,Mantra,0
AtharvaVeda,7,48,NULL,Sukta - 48,Sukta,,Mantra,0
AtharvaVeda,7,49,NULL,Sukta - 49,Sukta,,Mantra,0
AtharvaVeda,7,50,NULL,Sukta - 50,Sukta,,Mantra,0
AtharvaVeda,7,51,NULL,Sukta - 51,Sukta,,Mantra,0
AtharvaVeda,7,52,NULL,Sukta - 52,Sukta,,Mantra,0
AtharvaVeda,7,53,NULL,Sukta - 53,Sukta,,Mantra,0
AtharvaVeda,7,54,NULL,Sukta - 54,Sukta,,Mantra,0
AtharvaVeda,7,55,NULL,Sukta - 55,Sukta,,Mantra,0
AtharvaVeda,7,56,NULL,Sukta - 56,Sukta,,Mantra,0
AtharvaVeda,7,57,NULL,Sukta - 57,Sukta,,Mantra,0
AtharvaVeda,7,58,NULL,Sukta - 58,Sukta,,Mantra,0
AtharvaVeda,7,59,NULL,Sukta - 59,Sukta,,Mantra,0
AtharvaVeda,7,60,NULL,Sukta - 60,Sukta,,Mantra,0
AtharvaVeda,7,61,NULL,Sukta - 61,Sukta,,Mantra,0
AtharvaVeda,7,62,NULL,Sukta - 62,Sukta,,Mantra,0
AtharvaVeda,7,63,NULL,Sukta - 63,Sukta,,Mantra,0
AtharvaVeda,7,64,NULL,Sukta - 64,Sukta,,Mantra,0
AtharvaVeda,7,65,NULL,Sukta - 65,Sukta,,Mantra,0
AtharvaVeda,7,66,NULL,Sukta - 66,Sukta,,Mantra,0
AtharvaVeda,7,67,NULL,Sukta - 67,Sukta,,Mantra,0
AtharvaVeda,7,68,NULL,Sukta - 68,Sukta,,Mantra,0
AtharvaVeda,7,69,NULL,Sukta - 69,Sukta,,Mantra,0
AtharvaVeda,7,70,NULL,Sukta - 70,Sukta,,Mantra,0
AtharvaVeda,7,71,NULL,Sukta - 71,Sukta,,Mantra,0
AtharvaVeda,7,72,NULL,Sukta - 72,Sukta,,Mantra,0
AtharvaVeda,7,73,NULL,Sukta - 73,Sukta,,Mantra,0
AtharvaVeda,7,74,NULL,Sukta - 74,Sukta,,Mantra,0
AtharvaVeda,7,75,NULL,Sukta - 75,Sukta,,Mantra,0
AtharvaVeda,7,76,NULL,Sukta - 76,Sukta,,Mantra,0
AtharvaVeda,7,77,NULL,Sukta - 77,Sukta,,Mantra,0
AtharvaVeda,7,78,NULL,Sukta - 78,Sukta,,Mantra,0
AtharvaVeda,7,79,NULL,Sukta - 79,Sukta,,Mantra,0
AtharvaVeda,7,80,NULL,Sukta - 80,Sukta,,Mantra,0
AtharvaVeda,7,81,NULL,Sukta - 81,Sukta,,Mantra,0
AtharvaVeda,7,82,NULL,Sukta - 82,Sukta,,Mantra,0
AtharvaVeda,7,83,NULL,Sukta - 83,Sukta,,Mantra,0
AtharvaVeda,7,84,NULL,Sukta - 84,Sukta,,Mantra,0
AtharvaVeda,7,85,NULL,Sukta - 85,Sukta,,Mantra,0
AtharvaVeda,7,86,NULL,Sukta - 86,Sukta,,Mantra,0
AtharvaVeda,7,87,NULL,Sukta - 87,Sukta,,Mantra,0
AtharvaVeda,7,88,NULL,Sukta - 88,Sukta,,Mantra,0
AtharvaVeda,7,89,NULL,Sukta - 89,Sukta,,Mantra,0
AtharvaVeda,7,90,NULL,Sukta - 90,Sukta,,Mantra,0
AtharvaVeda,7,91,NULL,Sukta - 91,Sukta,,Mantra,0
AtharvaVeda,7,92,NULL,Sukta - 92,Sukta,,Mantra,0
AtharvaVeda,7,93,NULL,Sukta - 93,Sukta,,Mantra,0
AtharvaVeda,7,94,NULL,Sukta - 94,Sukta,,Mantra,0
AtharvaVeda,7,95,NULL,Sukta - 95,Sukta,,Mantra,0
AtharvaVeda,7,96,NULL,Sukta - 96,Sukta,,Mantra,0
AtharvaVeda,7,97,NULL,Sukta - 97,Sukta,,Mantra,0
AtharvaVeda,7,98,NULL,Sukta - 98,Sukta,,Mantra,0
AtharvaVeda,7,99,NULL,Sukta - 99,Sukta,,Mantra,0
AtharvaVeda,7,100,NULL,Sukta - 100,Sukta,,Mantra,0
AtharvaVeda,7,101,NULL,Sukta - 101,Sukta,,Mantra,0
AtharvaVeda,7,102,NULL,Sukta - 102,Sukta,,Mantra,0
AtharvaVeda,7,103,NULL,Sukta - 103,Sukta,,Mantra,0
AtharvaVeda,7,104,NULL,Sukta - 104,Sukta,,Mantra,0
AtharvaVeda,7,105,NULL,Sukta - 105,Sukta,,Mantra,0
AtharvaVeda,7,106,NULL,Sukta - 106,Sukta,,Mantra,0
AtharvaVeda,7,107,NULL,Sukta - 107,Sukta,,Mantra,0
AtharvaVeda,7,108,NULL,Sukta - 108,Sukta,,Mantra,0
AtharvaVeda,7,109,NULL,Sukta - 109,Sukta,,Mantra,0
AtharvaVeda,7,110,NULL,Sukta - 110,Sukta,,Mantra,0
AtharvaVeda,7,111,NULL,Sukta - 111,Sukta,,Mantra,0
AtharvaVeda,7,112,NULL,Sukta - 112,Sukta,,Mantra,0
AtharvaVeda,7,113,NULL,Sukta - 113,Sukta,,Mantra,0
AtharvaVeda,7,114,NULL,Sukta - 114,Sukta,,Mantra,0
AtharvaVeda,7,115,NULL,Sukta - 115,Sukta,,Mantra,0
AtharvaVeda,7,116,NULL,Sukta - 116,Sukta,,Mantra,0
AtharvaVeda,7,117,NULL,Sukta - 117,Sukta,,Mantra,0
AtharvaVeda,7,118,NULL,Sukta - 118,Sukta,,Mantra,0
AtharvaVeda,8,1,NULL,Sukta - 1,Sukta,,Mantra,1
AtharvaVeda,8,2,NULL,Sukta - 2,Sukta,,Mantra,1
AtharvaVeda,8,3,NULL,Sukta - 3,Sukta,,Mantra,1
AtharvaVeda,8,4,NULL,Sukta - 4,Sukta,,Mantra,1
AtharvaVeda,8,5,NULL,Sukta - 5,Sukta,,Mantra,1
AtharvaVeda,8,6,NULL,Sukta - 6,Sukta,,Mantra,1
AtharvaVeda,8,7,NULL,Sukta - 7,Sukta,,Mantra,1
AtharvaVeda,8,8,NULL,Sukta - 8,Sukta,,Mantra,1
AtharvaVeda,8,9,NULL,Sukta - 9,Sukta,,Mantra,1
AtharvaVeda,8,10,NULL,Sukta - 10,Sukta,,Paryaaya,0
AtharvaVeda,9,1,NULL,Sukta - 1,Sukta,,Mantra,1
AtharvaVeda,9,1,NULL,Sukta - 2,Sukta,,Mantra,1
AtharvaVeda,9,1,NULL,Sukta - 3,Sukta,,Mantra,1
AtharvaVeda,9,1,NULL,Sukta - 4,Sukta,,Mantra,1
AtharvaVeda,9,1,NULL,Sukta - 5,Sukta,,Mantra,1
AtharvaVeda,9,6,NULL,Sukta - 6,Sukta,,Paryaaya,0
AtharvaVeda,9,6,1,Paryaaya - 1,Paryaaya,,Mantra,1
AtharvaVeda,9,6,2,Paryaaya - 2,Paryaaya,,Mantra,1
AtharvaVeda,9,6,3,Paryaaya - 3,Paryaaya,,Mantra,1
AtharvaVeda,9,6,4,Paryaaya - 4,Paryaaya,,Mantra,1
AtharvaVeda,9,6,5,Paryaaya - 5,Paryaaya,,Mantra,1
AtharvaVeda,9,6,6,Paryaaya - 6,Paryaaya,,Mantra,1
AtharvaVeda,9,7,NULL,Sukta - 7,Sukta,,Mantra,1
AtharvaVeda,9,8,NULL,Sukta - 8,Sukta,,Mantra,1
AtharvaVeda,9,9,NULL,Sukta - 9,Sukta,,Mantra,1
AtharvaVeda,9,10,NULL,Sukta - 10,Sukta,,Mantra,0
AtharvaVeda,10,1,NULL,Sukta - 1,Sukta,,Mantra,1
AtharvaVeda,10,2,NULL,Sukta - 2,Sukta,,Mantra,1
AtharvaVeda,10,3,NULL,Sukta - 3,Sukta,,Mantra,1
AtharvaVeda,10,4,NULL,Sukta - 4,Sukta,,Mantra,1
AtharvaVeda,10,5,NULL,Sukta - 5,Sukta,,Mantra,1
AtharvaVeda,10,6,NULL,Sukta - 6,Sukta,,Mantra,1
AtharvaVeda,10,7,NULL,Sukta - 7,Sukta,,Mantra,1
AtharvaVeda,10,8,NULL,Sukta - 8,Sukta,,Mantra,1
AtharvaVeda,10,9,NULL,Sukta - 9,Sukta,,Mantra,1
AtharvaVeda,10,10,NULL,Sukta - 10,Sukta,,Mantra,0
AtharvaVeda,11,1,NULL,Sukta - 1,Sukta,,Mantra,1
AtharvaVeda,11,2,NULL,Sukta - 2,Sukta,,Mantra,1
AtharvaVeda,11,3,NULL,Sukta - 3,Sukta,,Mantra,1
AtharvaVeda,11,4,NULL,Sukta - 4,Sukta,,Mantra,1
AtharvaVeda,11,5,NULL,Sukta - 5,Sukta,,Mantra,1
AtharvaVeda,11,6,NULL,Sukta - 6,Sukta,,Mantra,1
AtharvaVeda,11,7,NULL,Sukta - 7,Sukta,,Mantra,1
AtharvaVeda,11,8,NULL,Sukta - 8,Sukta,,Mantra,1
AtharvaVeda,11,9,NULL,Sukta - 9,Sukta,,Mantra,1
AtharvaVeda,11,10,NULL,Sukta - 10,Sukta,,Mantra,1
AtharvaVeda,12,1,NULL,Sukta - 1,Sukta,,Mantra,0
AtharvaVeda,12,2,NULL,Sukta - 2,Sukta,,Mantra,0
AtharvaVeda,12,3,NULL,Sukta - 3,Sukta,,Mantra,0
AtharvaVeda,12,4,NULL,Sukta - 4,Sukta,,Mantra,0
AtharvaVeda,12,5,NULL,Sukta - 5,Sukta,,Mantra,0
AtharvaVeda,13,1,NULL,Sukta - 1,Sukta,,Mantra,0
AtharvaVeda,13,2,NULL,Sukta - 2,Sukta,,Mantra,0
AtharvaVeda,13,3,NULL,Sukta - 3,Sukta,,Mantra,0
AtharvaVeda,13,4,NULL,Sukta - 4,Sukta,,Mantra,0
AtharvaVeda,14,1,NULL,Sukta - 1,Sukta,,Mantra,0
AtharvaVeda,14,2,NULL,Sukta - 2,Sukta,,Mantra,0
AtharvaVeda,15,1,NULL,Sukta - 1,Sukta,,Mantra,0
AtharvaVeda,15,2,NULL,Sukta - 2,Sukta,,Mantra,0
AtharvaVeda,15,3,NULL,Sukta - 3,Sukta,,Mantra,0
AtharvaVeda,15,4,NULL,Sukta - 4,Sukta,,Mantra,0
AtharvaVeda,15,5,NULL,Sukta - 5,Sukta,,Mantra,0
AtharvaVeda,15,6,NULL,Sukta - 6,Sukta,,Mantra,0
AtharvaVeda,15,7,NULL,Sukta - 7,Sukta,,Mantra,0
AtharvaVeda,15,8,NULL,Sukta - 8,Sukta,,Mantra,0
AtharvaVeda,15,9,NULL,Sukta - 9,Sukta,,Mantra,0
AtharvaVeda,15,10,NULL,Sukta - 10,Sukta,,Mantra,0
AtharvaVeda,15,11,NULL,Sukta - 11,Sukta,,Mantra,0
AtharvaVeda,15,12,NULL,Sukta - 12,Sukta,,Mantra,0
AtharvaVeda,15,13,NULL,Sukta - 13,Sukta,,Mantra,0
AtharvaVeda,15,14,NULL,Sukta - 14,Sukta,,Mantra,0
AtharvaVeda,15,15,NULL,Sukta - 15,Sukta,,Mantra,0
AtharvaVeda,15,16,NULL,Sukta - 16,Sukta,,Mantra,0
AtharvaVeda,15,17,NULL,Sukta - 17,Sukta,,Mantra,0
AtharvaVeda,15,18,NULL,Sukta - 18,Sukta,,Mantra,0
AtharvaVeda,16,1,NULL,Sukta - 1,Sukta,,Mantra,0
AtharvaVeda,16,2,NULL,Sukta - 2,Sukta,,Mantra,0
AtharvaVeda,16,3,NULL,Sukta - 3,Sukta,,Mantra,0
AtharvaVeda,16,4,NULL,Sukta - 4,Sukta,,Mantra,0
AtharvaVeda,16,5,NULL,Sukta - 5,Sukta,,Mantra,0
AtharvaVeda,16,6,NULL,Sukta - 6,Sukta,,Mantra,0
AtharvaVeda,16,7,NULL,Sukta - 7,Sukta,,Mantra,0
AtharvaVeda,16,8,NULL,Sukta - 8,Sukta,,Mantra,0
AtharvaVeda,16,9,NULL,Sukta - 9,Sukta,,Mantra,0
AtharvaVeda,17,1,NULL,Sukta - 1,Sukta,,Mantra,0
AtharvaVeda,18,1,NULL,Sukta - 1,Sukta,,Mantra,1
AtharvaVeda,18,2,NULL,Sukta - 2,Sukta,,Mantra,1
AtharvaVeda,18,3,NULL,Sukta - 3,Sukta,,Mantra,1
AtharvaVeda,18,4,NULL,Sukta - 4,Sukta,,Mantra,1
AtharvaVeda,19,1,NULL,Sukta - 1,Sukta,,Mantra,0
AtharvaVeda,19,2,NULL,Sukta - 2,Sukta,,Mantra,0
AtharvaVeda,19,3,NULL,Sukta - 3,Sukta,,Mantra,0
AtharvaVeda,19,4,NULL,Sukta - 4,Sukta,,Mantra,0
AtharvaVeda,19,5,NULL,Sukta - 5,Sukta,,Mantra,0
AtharvaVeda,19,6,NULL,Sukta - 6,Sukta,,Mantra,0
AtharvaVeda,19,7,NULL,Sukta - 7,Sukta,,Mantra,0
AtharvaVeda,19,8,NULL,Sukta - 8,Sukta,,Mantra,0
AtharvaVeda,19,9,NULL,Sukta - 9,Sukta,,Mantra,0
AtharvaVeda,19,10,NULL,Sukta - 10,Sukta,,Mantra,0
AtharvaVeda,19,11,NULL,Sukta - 11,Sukta,,Mantra,0
AtharvaVeda,19,12,NULL,Sukta - 12,Sukta,,Mantra,0
AtharvaVeda,19,13,NULL,Sukta - 13,Sukta,,Mantra,0
AtharvaVeda,19,14,NULL,Sukta - 14,Sukta,,Mantra,0
AtharvaVeda,19,15,NULL,Sukta - 15,Sukta,,Mantra,0
AtharvaVeda,19,16,NULL,Sukta - 16,Sukta,,Mantra,0
AtharvaVeda,19,17,NULL,Sukta - 17,Sukta,,Mantra,0
AtharvaVeda,19,18,NULL,Sukta - 18,Sukta,,Mantra,0
AtharvaVeda,19,19,NULL,Sukta - 19,Sukta,,Mantra,0
AtharvaVeda,19,20,NULL,Sukta - 20,Sukta,,Mantra,0
AtharvaVeda,19,21,NULL,Sukta - 21,Sukta,,Mantra,0
AtharvaVeda,19,22,NULL,Sukta - 22,Sukta,,Mantra,0
AtharvaVeda,19,23,NULL,Sukta - 23,Sukta,,Mantra,0
AtharvaVeda,19,24,NULL,Sukta - 24,Sukta,,Mantra,0
AtharvaVeda,19,25,NULL,Sukta - 25,Sukta,,Mantra,0
AtharvaVeda,19,26,NULL,Sukta - 26,Sukta,,Mantra,0
AtharvaVeda,19,27,NULL,Sukta - 27,Sukta,,Mantra,0
AtharvaVeda,19,28,NULL,Sukta - 28,Sukta,,Mantra,0
AtharvaVeda,19,29,NULL,Sukta - 29,Sukta,,Mantra,0
AtharvaVeda,19,30,NULL,Sukta - 30,Sukta,,Mantra,0
AtharvaVeda,19,31,NULL,Sukta - 31,Sukta,,Mantra,0
AtharvaVeda,19,32,NULL,Sukta - 32,Sukta,,Mantra,0
AtharvaVeda,19,33,NULL,Sukta - 33,Sukta,,Mantra,0
AtharvaVeda,19,34,NULL,Sukta - 34,Sukta,,Mantra,0
AtharvaVeda,19,35,NULL,Sukta - 35,Sukta,,Mantra,0
AtharvaVeda,19,36,NULL,Sukta - 36,Sukta,,Mantra,0
AtharvaVeda,19,37,NULL,Sukta - 37,Sukta,,Mantra,0
AtharvaVeda,19,38,NULL,Sukta - 38,Sukta,,Mantra,0
AtharvaVeda,19,39,NULL,Sukta - 39,Sukta,,Mantra,0
AtharvaVeda,19,40,NULL,Sukta - 40,Sukta,,Mantra,0
AtharvaVeda,19,41,NULL,Sukta - 41,Sukta,,Mantra,0
AtharvaVeda,19,42,NULL,Sukta - 42,Sukta,,Mantra,0
AtharvaVeda,19,43,NULL,Sukta - 43,Sukta,,Mantra,0
AtharvaVeda,19,44,NULL,Sukta - 44,Sukta,,Mantra,0
AtharvaVeda,19,45,NULL,Sukta - 45,Sukta,,Mantra,0
AtharvaVeda,19,46,NULL,Sukta - 46,Sukta,,Mantra,0
AtharvaVeda,19,47,NULL,Sukta - 47,Sukta,,Mantra,0
AtharvaVeda,19,48,NULL,Sukta - 48,Sukta,,Mantra,0
AtharvaVeda,19,49,NULL,Sukta - 49,Sukta,,Mantra,0
AtharvaVeda,19,50,NULL,Sukta - 50,Sukta,,Mantra,0
AtharvaVeda,19,51,NULL,Sukta - 51,Sukta,,Mantra,0
AtharvaVeda,19,52,NULL,Sukta - 52,Sukta,,Mantra,0
AtharvaVeda,19,53,NULL,Sukta - 53,Sukta,,Mantra,0
AtharvaVeda,19,54,NULL,Sukta - 54,Sukta,,Mantra,0
AtharvaVeda,19,55,NULL,Sukta - 55,Sukta,,Mantra,0
AtharvaVeda,19,56,NULL,Sukta - 56,Sukta,,Mantra,0
AtharvaVeda,19,57,NULL,Sukta - 57,Sukta,,Mantra,0
AtharvaVeda,19,58,NULL,Sukta - 58,Sukta,,Mantra,0
AtharvaVeda,19,59,NULL,Sukta - 59,Sukta,,Mantra,0
AtharvaVeda,19,60,NULL,Sukta - 60,Sukta,,Mantra,0
AtharvaVeda,19,61,NULL,Sukta - 61,Sukta,,Mantra,0
AtharvaVeda,19,62,NULL,Sukta - 62,Sukta,,Mantra,0
AtharvaVeda,19,63,NULL,Sukta - 63,Sukta,,Mantra,0
AtharvaVeda,19,64,NULL,Sukta - 64,Sukta,,Mantra,0
AtharvaVeda,19,65,NULL,Sukta - 65,Sukta,,Mantra,0
AtharvaVeda,19,66,NULL,Sukta - 66,Sukta,,Mantra,0
AtharvaVeda,19,67,NULL,Sukta - 67,Sukta,,Mantra,0
AtharvaVeda,19,68,NULL,Sukta - 68,Sukta,,Mantra,0
AtharvaVeda,19,69,NULL,Sukta - 69,Sukta,,Mantra,0
AtharvaVeda,19,70,NULL,Sukta - 70,Sukta,,Mantra,0
AtharvaVeda,19,71,NULL,Sukta - 71,Sukta,,Mantra,0
AtharvaVeda,19,72,NULL,Sukta - 72,Sukta,,Mantra,0
